Accession	Virus Name	Submitter Affiliation	Submitter Names	dataset
CY254273.1	Influenza A virus (A/Brisbane/30/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY254265.1	Influenza A virus (A/Tasmania/3/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY254242.1	Influenza A virus (A/South Australia/3/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY254234.1	Influenza A virus (A/Sydney/29/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY254226.1	Influenza A virus (A/Sydney/9/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY250675.1	Influenza A virus (A/Missouri/31/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY250651.1	Influenza A virus (A/Texas/290/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY250603.1	Influenza A virus (A/Texas/288/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY250579.1	Influenza A virus (A/Iowa/29/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY250547.1	Influenza A virus (A/Illinois/31/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY250115.1	Influenza A virus (A/Louisiana/54/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY250075.1	Influenza A virus (A/Texas/287/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY249995.1	Influenza A virus (A/Michigan/289/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY249979.1	Influenza A virus (A/New Hampshire/22/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY249963.1	Influenza A virus (A/Tennessee/57/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY249931.1	Influenza A virus (A/Wisconsin/328/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY249891.1	Influenza A virus (A/New Mexico/21/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY249835.1	Influenza A virus (A/Maryland/53/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY247182.1	Influenza A virus (A/Delaware/30/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY247166.1	Influenza A virus (A/Louisiana/52/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY247142.1	Influenza A virus (A/Georgia/10/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY247134.1	Influenza A virus (A/Georgia/11/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY247086.1	Influenza A virus (A/Alaska/60/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY247070.1	Influenza A virus (A/Montana/16/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY246990.1	Influenza A virus (A/Maryland/48/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY246982.1	Influenza A virus (A/Maryland/47/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY246966.1	Influenza A virus (A/Florida/61/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245470.1	Influenza A virus (A/Washington/297/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245462.1	Influenza A virus (A/Hawaii/45/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245430.1	Influenza A virus (A/Colorado/13/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245422.1	Influenza A virus (A/Colorado/12/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245414.1	Influenza A virus (A/Colorado/14/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245398.1	Influenza A virus (A/Connecticut/30/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245358.1	Influenza A virus (A/California/75/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245334.1	Influenza A virus (A/Michigan/287/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245318.1	Influenza A virus (A/Michigan/285/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245310.1	Influenza A virus (A/Wisconsin/326/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245302.1	Influenza A virus (A/Wisconsin/324/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245270.1	Influenza A virus (A/Florida/63/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245222.1	Influenza A virus (A/Vermont/14/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245214.1	Influenza A virus (A/Vermont/13/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245198.1	Influenza A virus (A/Arizona/49/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245166.1	Influenza A virus (A/California/72/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245158.1	Influenza A virus (A/Arkansas/21/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245150.1	Influenza A virus (A/Alaska/54/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245126.1	Influenza A virus (A/Alaska/55/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245118.1	Influenza A virus (A/Delaware/29/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245070.1	Influenza A virus (A/Wisconsin/323/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245062.1	Influenza A virus (A/Florida/60/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY245054.1	Influenza A virus (A/New York/33/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244990.1	Influenza A virus (A/Alaska/47/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244761.1	Influenza A virus (A/Mississippi/17/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244737.1	Influenza A virus (A/Louisiana/48/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244729.1	Influenza A virus (A/Michigan/278/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244721.1	Influenza A virus (A/Michigan/276/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244681.1	Influenza A virus (A/Ohio/36/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244657.1	Influenza A virus (A/Pennsylvania/262/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244649.1	Influenza A virus (A/Pennsylvania/259/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244561.1	Influenza A virus (A/Massachusetts/14/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244553.1	Influenza A virus (A/Arizona/48/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244521.1	Influenza A virus (A/Alaska/25/2017(H3N2))	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244390.1	Influenza A virus (A/Kansas/6278/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244307.1	Influenza A virus (A/Wyoming/6195/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244278.1	Influenza A virus (A/Texas/6166/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244272.1	Influenza A virus (A/South Korea/6160/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244250.1	Influenza A virus (A/North Carolina/6138/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244236.1	Influenza A virus (A/New Jersey/6124/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244224.1	Influenza A virus (A/Japan/6112/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244223.1	Influenza A virus (A/Japan/6111/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244205.1	Influenza A virus (A/Arkansas/6093/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244181.1	Influenza A virus (A/Washington/6069/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244171.1	Influenza A virus (A/New York/6059/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244169.1	Influenza A virus (A/New Mexico/6057/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244168.1	Influenza A virus (A/New Jersey/6056/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244162.1	Influenza A virus (A/Mississippi/6050/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244156.1	Influenza A virus (A/District of Columbia/6044/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
CY244095.1	Influenza A virus (A/Japan/5983/2017(H3N2))	United States Air Force, USAFSAM/PHE	Gruner,W.E.,Fries,A.C.,Garrett,C.M.,Powell,M.L.,Minnich,D.E.,Couch,M.R.,Hanson,J.F.,DeMarcus,L.S.,Smith,J.P.,Edwards,M.A.,Federinko,S.P.,Macias,E.A.,West,C.A.,Poel,J.R.	seasonal-flu-h3n2-ha-2016-2018-seed2
