normalized_vi,method,predicted_clusters_column,n_predicted_clusters,n_predicted_cluster_samples,n_ignored_predicted_clusters,n_true_cluster_samples,n_ignored_true_clusters,n_vi_cluster_samples,normalized_mutual_info_score,adjusted_rand_score,homogeneity_completeness_v_measure,adjusted_mutual_info_score
0.1863,reduced_mds_cosine_4_t36-3B-attentionmean_All,reduced_mds_cosine_4_t36-3B-attentionmean_All_label,19,577,496,1073,0,577,0.7466015696466803,0.4891603755200028,0.7466015696466803,0.7349151553868247
0.1866,reduced_umap_cosine_1_t48-15B-sitemean_All,reduced_umap_cosine_1_t48-15B-sitemean_All_label,27,1065,8,1073,0,1065,0.7395331985745215,0.4371926588502908,0.7395331985745214,0.7245725504127425
0.1866,reduced_umap_cosine_8_t33-650M-bos_All,reduced_umap_cosine_8_t33-650M-bos_All_label,12,1073,0,1073,0,1073,0.6866376972657453,0.6333909312421043,0.6866376972657453,0.676516447926694
0.1871,reduced_umap_euclidean_4_CARP,reduced_umap_euclidean_4_CARP_label,18,1073,0,1073,0,1073,0.7169706019844176,0.4611029968543265,0.7169706019844176,0.704897135344725
0.1873,reduced_t-sne_cosine_4_t33-650M-sitemean_All,reduced_t-sne_cosine_4_t33-650M-sitemean_All_label,22,887,186,1073,0,887,0.7350837889909617,0.4412917334662763,0.7350837889909616,0.7224062130853288
0.1875,reduced_pca_euclidean_10_protbert,reduced_pca_euclidean_10_protbert_label,24,593,480,1073,0,593,0.7558057170325729,0.4708525259959682,0.7558057170325729,0.7395415316033239
0.1875,reduced_pca_cosine_10_protbert,reduced_pca_cosine_10_protbert_label,24,593,480,1073,0,593,0.7558057170325729,0.4708525259959682,0.7558057170325729,0.7395415316033239
0.1877,reduced_mds_euclidean_10_t48-15B-bos_All,reduced_mds_euclidean_10_t48-15B-bos_All_label,21,577,496,1073,0,577,0.748056752252354,0.4750391475342562,0.7480567522523538,0.7332819319668675
0.1877,reduced_mds_cosine_10_t48-15B-bos_All,reduced_mds_cosine_10_t48-15B-bos_All_label,21,577,496,1073,0,577,0.748056752252354,0.4750391475342562,0.7480567522523538,0.7332819319668675
0.1882,reduced_umap_euclidean_8_t33-650M-bos_All,reduced_umap_euclidean_8_t33-650M-bos_All_label,15,1067,6,1073,0,1067,0.695193627710166,0.634508688380833,0.695193627710166,0.6835382470979815
0.1886,reduced_pca_euclidean_2_t36-3B-sitemean_All,reduced_pca_euclidean_2_t36-3B-sitemean_All_label,2,1053,20,1073,0,1053,0.482246762969682,0.2827952571311762,0.482246762969682,0.4796854270378681
0.1886,reduced_pca_cosine_2_t36-3B-sitemean_All,reduced_pca_cosine_2_t36-3B-sitemean_All_label,2,1053,20,1073,0,1053,0.482246762969682,0.2827952571311762,0.482246762969682,0.4796854270378681
0.1888,reduced_mds_cosine_4_t33-650M-bos_All,reduced_mds_cosine_4_t33-650M-bos_All_label,24,554,519,1073,0,554,0.7583589308447573,0.4883173910040579,0.7583589308447574,0.7408092096959344
0.1888,reduced_mds_euclidean_4_t33-650M-bos_All,reduced_mds_euclidean_4_t33-650M-bos_All_label,24,554,519,1073,0,554,0.7583589308447573,0.4883173910040579,0.7583589308447574,0.7408092096959344
0.1893,reduced_mds_cosine_2_t36-3B-sitemean_All,reduced_mds_cosine_2_t36-3B-sitemean_All_label,2,1031,42,1073,0,1031,0.4800295332076481,0.285252330728616,0.4800295332076481,0.4776346106812358
0.1893,reduced_mds_euclidean_2_t36-3B-sitemean_All,reduced_mds_euclidean_2_t36-3B-sitemean_All_label,2,1031,42,1073,0,1031,0.4800295332076481,0.285252330728616,0.4800295332076481,0.4776346106812358
0.1897,reduced_pca_cosine_4_t33-650M-sitemean_All,reduced_pca_cosine_4_t33-650M-sitemean_All_label,26,670,403,1073,0,670,0.7509889968132942,0.4257188555116607,0.7509889968132943,0.7352500296077602
0.1897,reduced_pca_euclidean_4_t33-650M-sitemean_All,reduced_pca_euclidean_4_t33-650M-sitemean_All_label,26,670,403,1073,0,670,0.7509889968132942,0.4257188555116607,0.7509889968132943,0.7352500296077602
0.1901,reduced_pca_cosine_6_t36-3B-mean_All,reduced_pca_cosine_6_t36-3B-mean_All_label,23,568,505,1073,0,568,0.7511886398881668,0.4441691615250678,0.7511886398881666,0.7371256131557739
0.1901,reduced_mds_euclidean_6_t33-650M-bos_All,reduced_mds_euclidean_6_t33-650M-bos_All_label,20,608,465,1073,0,608,0.7457923849238104,0.4880328601775441,0.7457923849238104,0.7316954081366182
0.1901,reduced_mds_cosine_6_t33-650M-bos_All,reduced_mds_cosine_6_t33-650M-bos_All_label,20,608,465,1073,0,608,0.7457923849238104,0.4880328601775441,0.7457923849238104,0.7316954081366182
0.1901,reduced_pca_euclidean_6_t36-3B-mean_All,reduced_pca_euclidean_6_t36-3B-mean_All_label,23,568,505,1073,0,568,0.7511886398881668,0.4441691615250678,0.7511886398881666,0.7371256131557739
0.1911,reduced_t-sne_euclidean_4_t33-650M-bos_All,reduced_t-sne_euclidean_4_t33-650M-bos_All_label,7,1069,4,1073,0,1069,0.5995938591916183,0.4904212133939022,0.5995938591916182,0.5908472700649554
0.1912,reduced_umap_cosine_4_t33-650M-bos_All,reduced_umap_cosine_4_t33-650M-bos_All_label,10,1073,0,1073,0,1073,0.6658301040299824,0.580791407469847,0.6658301040299824,0.6563255969527053
0.1922,reduced_umap_euclidean_2_t33-650M-sitemean_All,reduced_umap_euclidean_2_t33-650M-sitemean_All_label,22,1066,7,1073,0,1066,0.7242210512059778,0.4136835915816941,0.7242210512059777,0.7106157987016987
0.1927,reduced_t-sne_cosine_10_CARP,reduced_t-sne_cosine_10_CARP_label,24,955,118,1073,0,955,0.7301909614143314,0.4438893265927361,0.7301909614143314,0.7151355540913384
0.1929,reduced_mds_euclidean_2_t36-3B-attentionmean_All,reduced_mds_euclidean_2_t36-3B-attentionmean_All_label,2,967,106,1073,0,967,0.4730823770536629,0.2822932573005065,0.4730823770536631,0.4702169203344644
0.1929,reduced_mds_cosine_2_t36-3B-attentionmean_All,reduced_mds_cosine_2_t36-3B-attentionmean_All_label,2,967,106,1073,0,967,0.4730823770536629,0.2822932573005065,0.4730823770536631,0.4702169203344644
0.1936,reduced_umap_euclidean_1_t36-3B-attentionmean_All,reduced_umap_euclidean_1_t36-3B-attentionmean_All_label,26,1063,10,1073,0,1063,0.7290965639553769,0.4456500882743534,0.7290965639553768,0.7139479735537714
0.1937,reduced_t-sne_cosine_10_t36-3B-bos_All,reduced_t-sne_cosine_10_t36-3B-bos_All_label,13,1031,42,1073,0,1031,0.6623083583146739,0.5566469522040038,0.6623083583146738,0.6507530234896632
0.1943,reduced_umap_cosine_4_CARP,reduced_umap_cosine_4_CARP_label,17,1073,0,1073,0,1073,0.7105196558659796,0.4274259069174358,0.7105196558659795,0.6986831952901023
0.1958,reduced_pca_euclidean_10_t36-3B-mean_All,reduced_pca_euclidean_10_t36-3B-mean_All_label,25,566,507,1073,0,566,0.7477148319494855,0.4298325146328853,0.7477148319494855,0.732190511272732
0.1958,reduced_pca_cosine_10_t36-3B-mean_All,reduced_pca_cosine_10_t36-3B-mean_All_label,25,566,507,1073,0,566,0.7477148319494855,0.4298325146328853,0.7477148319494855,0.732190511272732
0.1959,reduced_umap_euclidean_8_t36-3B-sitemean_All,reduced_umap_euclidean_8_t36-3B-sitemean_All_label,23,1058,15,1073,0,1058,0.7209836396662356,0.4184263389964666,0.7209836396662356,0.7067653946213025
0.1966,reduced_umap_euclidean_2_t36-3B-attentionmean_All,reduced_umap_euclidean_2_t36-3B-attentionmean_All_label,6,1073,0,1073,0,1073,0.609586551617839,0.3994912312935954,0.6095865516178391,0.6019396938623213
0.1968,reduced_umap_euclidean_8_CARP,reduced_umap_euclidean_8_CARP_label,21,1073,0,1073,0,1073,0.7133726648654268,0.4129453498303212,0.7133726648654269,0.6997741330514053
0.1971,reduced_umap_cosine_2_t36-3B-sitemean_All,reduced_umap_cosine_2_t36-3B-sitemean_All_label,24,1055,18,1073,0,1055,0.7197637368617376,0.4254451141053343,0.7197637368617376,0.705197270240031
0.1973,reduced_umap_euclidean_10_CARP,reduced_umap_euclidean_10_CARP_label,23,1073,0,1073,0,1073,0.7152802211306795,0.4115718293918742,0.7152802211306796,0.7008540827663113
0.1975,reduced_umap_cosine_2_protbert,reduced_umap_cosine_2_protbert_label,25,1048,25,1073,0,1048,0.7245612185413723,0.3933489714033407,0.7245612185413725,0.709367354889712
0.1977,reduced_umap_cosine_1_t36-3B-mean_All,reduced_umap_cosine_1_t36-3B-mean_All_label,24,1055,18,1073,0,1055,0.7207785686959299,0.4167240400100059,0.7207785686959299,0.7065091584595644
0.1978,reduced_umap_cosine_2_CARP,reduced_umap_cosine_2_CARP_label,21,1073,0,1073,0,1073,0.7050886483612685,0.4662636838299762,0.7050886483612684,0.6910296693133916
0.1981,reduced_umap_cosine_8_t36-3B-bos_All,reduced_umap_cosine_8_t36-3B-bos_All_label,13,1064,9,1073,0,1064,0.6795156292525665,0.4517036034672611,0.6795156292525663,0.6685148119470294
0.1985,reduced_pca_euclidean_4_t48-15B-mean_All,reduced_pca_euclidean_4_t48-15B-mean_All_label,21,518,555,1073,0,518,0.7378808784894252,0.4145286433981315,0.7378808784894251,0.7228925110655161
0.1985,reduced_pca_cosine_4_t48-15B-mean_All,reduced_pca_cosine_4_t48-15B-mean_All_label,21,518,555,1073,0,518,0.7378808784894252,0.4145286433981315,0.7378808784894251,0.7228925110655161
0.1986,reduced_t-sne_euclidean_4_t33-650M-sitemean_All,reduced_t-sne_euclidean_4_t33-650M-sitemean_All_label,29,913,160,1073,0,913,0.733357796669733,0.4070316597960209,0.733357796669733,0.7164108347959977
0.1989,reduced_umap_cosine_8_t36-3B-sitemean_All,reduced_umap_cosine_8_t36-3B-sitemean_All_label,18,1058,15,1073,0,1058,0.6979866800043419,0.432040389549899,0.697986680004342,0.6849824802674521
0.1995,reduced_umap_euclidean_2_CARP,reduced_umap_euclidean_2_CARP_label,17,1073,0,1073,0,1073,0.6947203092282338,0.4049562391808705,0.6947203092282338,0.6821992677939993
0.1996,t36-3B-bos_All,t36-3B-bos_All_label,22,626,447,1073,0,626,0.7363770810420709,0.4553966792374429,0.7363770810420708,0.7212712831563505
0.1997,reduced_umap_euclidean_8_t36-3B-bos_All,reduced_umap_euclidean_8_t36-3B-bos_All_label,12,1073,0,1073,0,1073,0.6696213487803393,0.4570296439058742,0.6696213487803393,0.6589578687405585
0.2,reduced_t-sne_cosine_8_prot5,reduced_t-sne_cosine_8_prot5_label,28,910,163,1073,0,910,0.7285031948561309,0.4200490315968297,0.7285031948561308,0.711419386698974
0.2002,reduced_umap_cosine_6_CARP,reduced_umap_cosine_6_CARP_label,22,1073,0,1073,0,1073,0.7099064549188676,0.4080972418861897,0.7099064549188676,0.6956822319407385
0.2004,reduced_mds_euclidean_4_t48-15B-bos_All,reduced_mds_euclidean_4_t48-15B-bos_All_label,24,628,445,1073,0,628,0.7324760994618489,0.4717935066948238,0.7324760994618489,0.7161595313448872
0.2004,reduced_mds_cosine_4_t48-15B-bos_All,reduced_mds_cosine_4_t48-15B-bos_All_label,24,628,445,1073,0,628,0.7324760994618489,0.4717935066948238,0.7324760994618489,0.7161595313448872
0.2005,reduced_mds_cosine_4_t36-3B-mean_All,reduced_mds_cosine_4_t36-3B-mean_All_label,23,587,486,1073,0,587,0.7360518434486202,0.4345217339683728,0.7360518434486202,0.7216721078496909
0.2005,reduced_mds_euclidean_4_t36-3B-mean_All,reduced_mds_euclidean_4_t36-3B-mean_All_label,23,587,486,1073,0,587,0.7360518434486202,0.4345217339683728,0.7360518434486202,0.7216721078496909
0.2011,reduced_mds_cosine_2_t48-15B-mean_All,reduced_mds_cosine_2_t48-15B-mean_All_label,2,1056,17,1073,0,1056,0.4520465789505994,0.2750083703108005,0.4520465789505994,0.4488387488953657
0.2011,reduced_mds_euclidean_2_t48-15B-mean_All,reduced_mds_euclidean_2_t48-15B-mean_All_label,2,1056,17,1073,0,1056,0.4520465789505994,0.2750083703108005,0.4520465789505994,0.4488387488953657
0.2012,reduced_umap_cosine_1_t48-15B-mean_All,reduced_umap_cosine_1_t48-15B-mean_All_label,28,1059,14,1073,0,1059,0.7246442877581274,0.3880656699908092,0.7246442877581274,0.7084208503827613
0.2016,reduced_mds_euclidean_2_t48-15B-attentionmean_All,reduced_mds_euclidean_2_t48-15B-attentionmean_All_label,2,1057,16,1073,0,1057,0.450731662218888,0.2753919829829372,0.450731662218888,0.4475178224079128
0.2016,reduced_mds_cosine_2_t48-15B-attentionmean_All,reduced_mds_cosine_2_t48-15B-attentionmean_All_label,2,1057,16,1073,0,1057,0.450731662218888,0.2753919829829372,0.450731662218888,0.4475178224079128
0.2017,reduced_pca_euclidean_8_t36-3B-bos_All,reduced_pca_euclidean_8_t36-3B-bos_All_label,25,640,433,1073,0,640,0.740002939387627,0.4378013907793378,0.740002939387627,0.722466791946293
0.2017,reduced_pca_euclidean_10_t36-3B-bos_All,reduced_pca_euclidean_10_t36-3B-bos_All_label,23,637,436,1073,0,637,0.7343441575129247,0.4593079278547243,0.7343441575129248,0.7193278041962148
0.2017,reduced_pca_cosine_8_t36-3B-bos_All,reduced_pca_cosine_8_t36-3B-bos_All_label,25,640,433,1073,0,640,0.740002939387627,0.4378013907793378,0.740002939387627,0.722466791946293
0.2017,reduced_pca_cosine_10_t36-3B-bos_All,reduced_pca_cosine_10_t36-3B-bos_All_label,23,637,436,1073,0,637,0.7343441575129247,0.4593079278547243,0.7343441575129248,0.7193278041962148
0.202,reduced_t-sne_cosine_8_t36-3B-attentionmean_All,reduced_t-sne_cosine_8_t36-3B-attentionmean_All_label,30,902,171,1073,0,902,0.7338052386393861,0.3774224227973542,0.7338052386393861,0.717414322178526
0.202,reduced_umap_cosine_1_t33-650M-mean_All,reduced_umap_cosine_1_t33-650M-mean_All_label,24,1055,18,1073,0,1055,0.7151467457031792,0.3823975440900807,0.7151467457031792,0.7002079442649212
0.2021,reduced_t-sne_euclidean_10_t33-650M-sitemean_All,reduced_t-sne_euclidean_10_t33-650M-sitemean_All_label,22,902,171,1073,0,902,0.7133481466152163,0.403997116410053,0.7133481466152163,0.699841644810464
0.2027,reduced_umap_euclidean_4_t33-650M-bos_All,reduced_umap_euclidean_4_t33-650M-bos_All_label,15,1073,0,1073,0,1073,0.6733645872996475,0.5994087562849618,0.6733645872996475,0.6609858259521245
0.2035,reduced_umap_euclidean_1_CARP,reduced_umap_euclidean_1_CARP_label,25,1073,0,1073,0,1073,0.7091877615331998,0.4270879503546878,0.7091877615331997,0.6935249107355146
0.2037,reduced_pca_euclidean_6_t36-3B-bos_All,reduced_pca_euclidean_6_t36-3B-bos_All_label,25,625,448,1073,0,625,0.7382217357728548,0.4369418602985261,0.7382217357728547,0.7195080179104748
0.2037,reduced_pca_cosine_6_t36-3B-bos_All,reduced_pca_cosine_6_t36-3B-bos_All_label,25,625,448,1073,0,625,0.7382217357728548,0.4369418602985261,0.7382217357728547,0.7195080179104748
0.2038,t48-15B-bos_All,t48-15B-bos_All_label,24,603,470,1073,0,603,0.7349472946069494,0.4295932589217702,0.7349472946069494,0.718308643807696
0.2038,reduced_t-sne_euclidean_4_t48-15B-bos_All,reduced_t-sne_euclidean_4_t48-15B-bos_All_label,25,922,151,1073,0,922,0.7062168842572909,0.4767691535920957,0.7062168842572909,0.6892171176441102
0.2039,reduced_t-sne_euclidean_8_t33-650M-sitemean_All,reduced_t-sne_euclidean_8_t33-650M-sitemean_All_label,23,901,172,1073,0,901,0.7124175179283784,0.402250940671923,0.7124175179283785,0.6983438953816076
0.2039,reduced_umap_cosine_10_CARP,reduced_umap_cosine_10_CARP_label,23,1073,0,1073,0,1073,0.7060609494811848,0.4037244747071439,0.7060609494811848,0.6911695989740086
0.2043,reduced_umap_euclidean_2_t36-3B-sitemean_All,reduced_umap_euclidean_2_t36-3B-sitemean_All_label,21,1073,0,1073,0,1073,0.7076291157816206,0.3801722597532525,0.7076291157816206,0.6938029976175204
0.205,reduced_t-sne_cosine_8_protbert,reduced_t-sne_cosine_8_protbert_label,28,958,115,1073,0,958,0.7229599542179264,0.3796378967844285,0.7229599542179265,0.7065433758486428
0.2057,reduced_umap_euclidean_8_t48-15B-bos_All,reduced_umap_euclidean_8_t48-15B-bos_All_label,25,1051,22,1073,0,1051,0.7103320890697518,0.4076294607245579,0.7103320890697515,0.6943983433406719
0.2058,reduced_umap_euclidean_6_t33-650M-bos_All,reduced_umap_euclidean_6_t33-650M-bos_All_label,10,1073,0,1073,0,1073,0.644496532796292,0.5861306132577329,0.644496532796292,0.6344010709074699
0.2059,reduced_t-sne_cosine_10_t36-3B-attentionmean_All,reduced_t-sne_cosine_10_t36-3B-attentionmean_All_label,29,884,189,1073,0,884,0.7264510475554857,0.3728167074878269,0.7264510475554857,0.7111670083743642
0.2059,reduced_mds_euclidean_2_t33-650M-attentionmean_All,reduced_mds_euclidean_2_t33-650M-attentionmean_All_label,2,1005,68,1073,0,1005,0.3983321524234284,0.178262956475551,0.3983321524234285,0.3951965176221984
0.2059,reduced_mds_cosine_2_t33-650M-attentionmean_All,reduced_mds_cosine_2_t33-650M-attentionmean_All_label,2,1005,68,1073,0,1005,0.3983321524234284,0.178262956475551,0.3983321524234285,0.3951965176221984
0.2063,reduced_umap_euclidean_2_protbert,reduced_umap_euclidean_2_protbert_label,24,1073,0,1073,0,1073,0.706817639432558,0.3889405455999006,0.7068176394325582,0.6915006453452154
0.2065,reduced_umap_euclidean_1_prot5,reduced_umap_euclidean_1_prot5_label,32,1073,0,1073,0,1073,0.7157054140495986,0.4104919038226335,0.7157054140495985,0.6973673180520119
0.2068,reduced_t-sne_cosine_4_t33-650M-bos_All,reduced_t-sne_cosine_4_t33-650M-bos_All_label,10,1065,8,1073,0,1065,0.5881295655887235,0.4384485600039565,0.5881295655887234,0.5761320376200535
0.2069,reduced_mds_cosine_2_t33-650M-mean_All,reduced_mds_cosine_2_t33-650M-mean_All_label,2,1018,55,1073,0,1018,0.3934321525570272,0.1748513963932437,0.3934321525570272,0.3905588595168239
0.2069,reduced_mds_euclidean_2_t33-650M-mean_All,reduced_mds_euclidean_2_t33-650M-mean_All_label,2,1018,55,1073,0,1018,0.3934321525570272,0.1748513963932437,0.3934321525570272,0.3905588595168239
0.2071,reduced_mds_cosine_8_t48-15B-bos_All,reduced_mds_cosine_8_t48-15B-bos_All_label,23,579,494,1073,0,579,0.7283160412020779,0.4192083302747918,0.728316041202078,0.711167282985891
0.2071,reduced_mds_euclidean_8_t48-15B-bos_All,reduced_mds_euclidean_8_t48-15B-bos_All_label,23,579,494,1073,0,579,0.7283160412020779,0.4192083302747918,0.728316041202078,0.711167282985891
0.2072,reduced_t-sne_euclidean_8_t48-15B-attentionmean_All,reduced_t-sne_euclidean_8_t48-15B-attentionmean_All_label,30,814,259,1073,0,814,0.7354999900486027,0.3494205569321229,0.7354999900486027,0.7165931934164291
0.2073,reduced_pca_euclidean_4_t48-15B-attentionmean_All,reduced_pca_euclidean_4_t48-15B-attentionmean_All_label,24,526,547,1073,0,526,0.7312510755905537,0.3924234538520548,0.7312510755905536,0.7141086014138487
0.2073,t33-650M-bos_All,t33-650M-bos_All_label,25,658,415,1073,0,658,0.7316715660038482,0.4382732068847471,0.7316715660038483,0.7127323986434134
0.2073,reduced_pca_cosine_4_t48-15B-attentionmean_All,reduced_pca_cosine_4_t48-15B-attentionmean_All_label,24,526,547,1073,0,526,0.7312510755905537,0.3924234538520548,0.7312510755905536,0.7141086014138487
0.2074,reduced_t-sne_euclidean_8_protbert,reduced_t-sne_euclidean_8_protbert_label,28,922,151,1073,0,922,0.7205504119085401,0.3883135336069245,0.7205504119085402,0.7042808431517084
0.2079,reduced_t-sne_euclidean_10_protbert,reduced_t-sne_euclidean_10_protbert_label,28,916,157,1073,0,916,0.7201722495243347,0.3861504326590627,0.7201722495243347,0.7037665391563778
0.2083,reduced_umap_euclidean_1_protbert,reduced_umap_euclidean_1_protbert_label,30,1039,34,1073,0,1039,0.7174341141493684,0.3720364553958862,0.7174341141493684,0.6995101146148691
0.2086,reduced_mds_cosine_10_t33-650M-bos_All,reduced_mds_cosine_10_t33-650M-bos_All_label,24,583,490,1073,0,583,0.7312032941182172,0.4521138457738314,0.731203294118217,0.7127531503832113
0.2086,reduced_mds_euclidean_10_t33-650M-bos_All,reduced_mds_euclidean_10_t33-650M-bos_All_label,24,583,490,1073,0,583,0.7312032941182172,0.4521138457738314,0.731203294118217,0.7127531503832113
0.2091,reduced_mds_euclidean_8_t33-650M-bos_All,reduced_mds_euclidean_8_t33-650M-bos_All_label,23,597,476,1073,0,597,0.7271679579547539,0.4489461060032449,0.7271679579547539,0.7095897956189916
0.2091,reduced_mds_cosine_8_t33-650M-bos_All,reduced_mds_cosine_8_t33-650M-bos_All_label,23,597,476,1073,0,597,0.7271679579547539,0.4489461060032449,0.7271679579547539,0.7095897956189916
0.2092,reduced_umap_euclidean_2_t33-650M-bos_All,reduced_umap_euclidean_2_t33-650M-bos_All_label,6,1073,0,1073,0,1073,0.5581621953710914,0.3283913253329975,0.5581621953710911,0.5495511558832151
0.2095,reduced_umap_euclidean_1_t33-650M-mean_All,reduced_umap_euclidean_1_t33-650M-mean_All_label,29,1065,8,1073,0,1065,0.7116521076022178,0.3766967852840763,0.7116521076022178,0.6942790467626253
0.2097,reduced_umap_euclidean_10_t33-650M-bos_All,reduced_umap_euclidean_10_t33-650M-bos_All_label,7,1073,0,1073,0,1073,0.5818371494667062,0.2977105399279549,0.5818371494667063,0.5725182086977602
0.2099,reduced_pca_cosine_2_t33-650M-attentionmean_All,reduced_pca_cosine_2_t33-650M-attentionmean_All_label,2,1057,16,1073,0,1057,0.38905709592903,0.1655627255840887,0.38905709592903,0.3858039259140067
0.2099,reduced_umap_cosine_1_t36-3B-attentionmean_All,reduced_umap_cosine_1_t36-3B-attentionmean_All_label,31,1073,0,1073,0,1073,0.713870097327384,0.4001633184172815,0.7138700973273842,0.6958697461919993
0.2099,reduced_pca_euclidean_2_t33-650M-attentionmean_All,reduced_pca_euclidean_2_t33-650M-attentionmean_All_label,2,1057,16,1073,0,1057,0.38905709592903,0.1655627255840887,0.38905709592903,0.3858039259140067
0.2101,reduced_pca_cosine_2_t33-650M-sitemean_All,reduced_pca_cosine_2_t33-650M-sitemean_All_label,2,1063,10,1073,0,1063,0.387910256610778,0.1642283576247238,0.387910256610778,0.3846711607976524
0.2101,reduced_pca_euclidean_2_t33-650M-sitemean_All,reduced_pca_euclidean_2_t33-650M-sitemean_All_label,2,1063,10,1073,0,1063,0.387910256610778,0.1642283576247238,0.387910256610778,0.3846711607976524
0.2102,reduced_pca_cosine_2_t48-15B-mean_All,reduced_pca_cosine_2_t48-15B-mean_All_label,2,1064,9,1073,0,1064,0.391211726504229,0.1649571114861042,0.3912117265042289,0.3877244950095189
0.2102,reduced_pca_euclidean_2_t48-15B-mean_All,reduced_pca_euclidean_2_t48-15B-mean_All_label,2,1064,9,1073,0,1064,0.391211726504229,0.1649571114861042,0.3912117265042289,0.3877244950095189
0.2103,reduced_pca_cosine_2_t33-650M-mean_All,reduced_pca_cosine_2_t33-650M-mean_All_label,2,1053,20,1073,0,1053,0.3877712700955216,0.1646094653866364,0.3877712700955216,0.3844995775607472
0.2103,reduced_pca_euclidean_2_t33-650M-mean_All,reduced_pca_euclidean_2_t33-650M-mean_All_label,2,1053,20,1073,0,1053,0.3877712700955216,0.1646094653866364,0.3877712700955216,0.3844995775607472
0.2104,reduced_umap_cosine_6_t36-3B-bos_All,reduced_umap_cosine_6_t36-3B-bos_All_label,24,1064,9,1073,0,1064,0.6997109414899267,0.4329823785056219,0.6997109414899266,0.6838628500006149
0.2108,reduced_pca_euclidean_2_t48-15B-attentionmean_All,reduced_pca_euclidean_2_t48-15B-attentionmean_All_label,2,1068,5,1073,0,1068,0.3898101247207448,0.1635195690719135,0.3898101247207448,0.3863385853367346
0.2108,reduced_pca_cosine_2_t48-15B-attentionmean_All,reduced_pca_cosine_2_t48-15B-attentionmean_All_label,2,1068,5,1073,0,1068,0.3898101247207448,0.1635195690719135,0.3898101247207448,0.3863385853367346
0.2109,reduced_mds_cosine_4_t36-3B-bos_All,reduced_mds_cosine_4_t36-3B-bos_All_label,24,631,442,1073,0,631,0.7243848931247382,0.4247559879610595,0.7243848931247383,0.7073927920484078
0.2109,reduced_pca_euclidean_1_t48-15B-sitemean_All,reduced_pca_euclidean_1_t48-15B-sitemean_All_label,2,1068,5,1073,0,1068,0.4421770718814518,0.3220722586805911,0.4421770718814518,0.4387030645938881
0.2109,reduced_mds_euclidean_4_t36-3B-bos_All,reduced_mds_euclidean_4_t36-3B-bos_All_label,24,631,442,1073,0,631,0.7243848931247382,0.4247559879610595,0.7243848931247383,0.7073927920484078
0.2109,reduced_pca_cosine_1_t48-15B-sitemean_All,reduced_pca_cosine_1_t48-15B-sitemean_All_label,2,1068,5,1073,0,1068,0.4421770718814518,0.3220722586805911,0.4421770718814518,0.4387030645938881
0.2111,reduced_umap_cosine_1_prot5,reduced_umap_cosine_1_prot5_label,33,1063,10,1073,0,1063,0.7144223239410152,0.3827769265504779,0.7144223239410155,0.6954668936815497
0.2112,reduced_t-sne_cosine_8_t36-3B-mean_All,reduced_t-sne_cosine_8_t36-3B-mean_All_label,31,861,212,1073,0,861,0.7246608049088781,0.3565512340644148,0.7246608049088781,0.7079832547985548
0.2114,reduced_pca_cosine_2_t48-15B-sitemean_All,reduced_pca_cosine_2_t48-15B-sitemean_All_label,2,1072,1,1073,0,1072,0.389296649107561,0.163573403580727,0.389296649107561,0.3856174915749437
0.2114,reduced_pca_euclidean_2_t48-15B-sitemean_All,reduced_pca_euclidean_2_t48-15B-sitemean_All_label,2,1072,1,1073,0,1072,0.389296649107561,0.163573403580727,0.389296649107561,0.3856174915749437
0.2115,reduced_t-sne_cosine_10_t36-3B-mean_All,reduced_t-sne_cosine_10_t36-3B-mean_All_label,31,851,222,1073,0,851,0.725190360137012,0.3515136505612936,0.725190360137012,0.7083388355921897
0.2115,reduced_pca_euclidean_4_t36-3B-mean_All,reduced_pca_euclidean_4_t36-3B-mean_All_label,2,1055,18,1073,0,1055,0.3872188036413809,0.1644192837395697,0.387218803641381,0.3836768264910512
0.2115,reduced_pca_cosine_4_t36-3B-mean_All,reduced_pca_cosine_4_t36-3B-mean_All_label,2,1055,18,1073,0,1055,0.3872188036413809,0.1644192837395697,0.387218803641381,0.3836768264910512
0.2116,reduced_mds_euclidean_2_t36-3B-bos_All,reduced_mds_euclidean_2_t36-3B-bos_All_label,2,1049,24,1073,0,1049,0.3860863813934668,0.169178947791475,0.3860863813934668,0.382035825404587
0.2116,reduced_mds_euclidean_2_t36-3B-mean_All,reduced_mds_euclidean_2_t36-3B-mean_All_label,2,1046,27,1073,0,1046,0.4156084273973055,0.2322228766505431,0.4156084273973055,0.4127039164763659
0.2116,reduced_mds_cosine_2_t36-3B-mean_All,reduced_mds_cosine_2_t36-3B-mean_All_label,2,1046,27,1073,0,1046,0.4156084273973055,0.2322228766505431,0.4156084273973055,0.4127039164763659
0.2116,reduced_mds_cosine_2_t36-3B-bos_All,reduced_mds_cosine_2_t36-3B-bos_All_label,2,1049,24,1073,0,1049,0.3860863813934668,0.169178947791475,0.3860863813934668,0.382035825404587
0.2125,reduced_umap_euclidean_1_t33-650M-attentionmean_All,reduced_umap_euclidean_1_t33-650M-attentionmean_All_label,28,1072,1,1073,0,1072,0.7067516604983953,0.3734602150944308,0.7067516604983954,0.6896599374855263
0.2128,reduced_t-sne_euclidean_10_prot5,reduced_t-sne_euclidean_10_prot5_label,2,1067,6,1073,0,1067,0.3863328776514073,0.1616789855322048,0.3863328776514073,0.3824047092567541
